"patches","median.X2016.12","median.X2017.02","median.X2017.03","median.X2017.05","median.X2017.06","median.X2017.07","median.X2017.08","median.X2017.10","median.X2017.11","median.X2018.02","median.X2018.04","median.X2018.05","median.X2018.06","median.X2018.07","median.X2018.08","median.X2018.09","median.X2018.10","median.X2018.11","median.X2019.01","median.X2019.02","median.X2019.03","median.X2019.05","median.X2019.06","median.X2019.07","median.X2019.08","median.X2019.09","median.X2019.10","median.X2020.02","median.X2020.03","median.X2020.04","median.X2020.05","median.X2020.06","median.X2020.07","median.X2020.08","median.X2020.09","median.X2020.11","median.X2021.02","median.X2021.03","median.X2021.04","median.X2021.06","median.X2021.07","median.X2021.08","median.X2021.09","median.X2021.10","median.X2021.12","median.X2022.01","median.X2022.02","median.X2022.03","median.X2022.04","median.X2022.05","median.X2022.06","median.X2022.07","median.X2022.08","median.X2022.09","median.X2022.10","median.X2022.11","median.X2022.12","median.X2023.02","median.X2023.03","median.X2023.06","median.X2023.07","median.X2023.08","median.X2023.09","median.X2023.10","median.X2023.12","median.X2024.01","median.X2024.04","median.X2024.05","median.X2024.06","median.X2024.07","median.X2024.08","median.X2024.10"
16,0.950352431512322,0.929324545416915,0.913485967723425,0.919241760921912,0.846119772422896,0.832623580237772,0.819937985922425,0.89487180113784,0.949554298620589,0.831143184315382,0.811777616997863,0.780732972919634,0.830150007772684,0.790950992852258,0.796590921213655,0.846600613542718,0.853977648286197,0.672334253577427,0.410428980422058,0.910758743596983,0.85325864553434,0.795497470431561,0.81516135114364,0.849067151004228,0.778667473377769,0.877370037890127,0.846214475814084,0.920319864536694,0.801153414387555,0.833490320167856,0.808174303372444,0.839594414300746,0.805693311339661,0.804446643864943,0.77840772621755,0.825462377935465,0.801225502043799,0.788954731157216,0.800760913250749,0.813123897056554,0.846265706453283,NA,0.876193648677633,0.879865778972436,0.894189892787491,0.885865672217853,0.87513031272934,0.450686944382471,0.403713612393922,0.747899174689763,0.38131148248438,0.370372556747459,0.380674241718942,0.407608210080088,0.465457966067493,0.514215715230321,0.427360685444809,0.347724530983946,0.350407535347416,0.592410100908058,0.643181681759747,0.626805378533359,0.646727019548953,0.643437160815761,0.719462872285723,0.461764720578728,0.507358241466024,0.56554782693687,0.763891985956325,0.836682444946371,0.817893128885973,0.769120724545828
17,0.939451710217537,0.907352207338118,0.887618424852247,0.887418307363992,0.45966741367262,0.430759303731772,0.400481051683473,0.430782414177182,0.438544343209648,0.376986146615582,0.305831102179612,0.33497050288816,0.429681601601073,0.513676307341719,0.630078274897975,0.67902612232642,0.67347197234628,0.572778227654426,0.126960789319186,0.510031427384659,0.462850396363291,0.604886520736333,0.802962974707267,0.811161656128712,0.701014709323631,0.779213795760294,0.71202505316773,0.608425732000072,0.533490384934683,0.528646755603171,0.823836709358791,0.861294942907982,0.842866608943375,0.792244021097804,0.744991199684296,0.668152720329236,0.577560614632577,0.557640722763288,0.545507575241909,0.808819368925552,0.896109281363107,NA,0.903082123299901,0.865337329395736,0.696295194270522,0.825237355963204,0.791256843043204,0.664003143400248,0.673119900347414,NA,0.842581840502418,0.856468584178486,0.830623800945272,0.809448037143524,0.808821404876267,0.824231305492083,0.822128862142631,0.713122566118903,0.619257886022454,0.881749407839524,0.898683936132681,0.849005943312329,0.878625961432923,0.877789053937474,0.901590523307778,0.728233662598446,0.755539820854961,0.785889744998963,0.756331118393975,0.883632101418198,0.893671952614261,0.8734276876094
18,0.925611848436186,0.885641425545957,0.850300904997887,0.861780655456752,0.896574091468889,0.873148188698949,0.871726861732366,0.89954121036992,0.933367001564325,0.870578793445265,0.822858931613764,0.798937266886234,0.857083514321121,0.836988366859428,0.819377806481121,0.856579925363714,0.846906327207883,0.607688361876891,0.750835758985064,0.881511728470258,0.830425086351768,0.828034254250588,0.839729645900789,0.860669831939155,0.846710524864887,0.876403450929433,0.832855034996881,0.902551817672351,0.79199497552093,0.81813984300812,0.840364274879296,0.843410168718873,0.850224048063817,0.790680876433455,0.840627572444573,0.788070902084193,0.786423276717799,0.784809690988484,0.799196439057866,0.848207863617916,0.848765192408812,0.407761443406343,0.883026840894119,0.895826206305113,0.935573114761994,0.925835041912056,0.918188716825201,0.799538199680512,0.797777678770034,NA,0.83132597456483,0.857551631944251,0.82568737734919,0.850713021375916,0.893483776484417,0.91344040354093,0.957828906919079,0.925845710114359,0.816434838349889,0.854010834764804,0.859263079662475,0.824031629261616,0.868345910310745,0.876393392045878,0.906000924488853,0.415686307523951,0.369779434318131,0.33783821130781,0.329062080876843,0.343969156500649,0.38031413970728,0.29545831931865
19,0.592352965474124,0.562745124101643,0.545588262379173,0.877205889672042,0.943137258291245,0.92791234570391,0.910588240623474,0.713624954223637,0.610675404469166,0.520697196324658,0.529411792755124,0.873202621936792,0.922281644561075,0.902614384889602,0.883006542921066,0.893883029619851,0.793725502491,0.576827119697221,NA,0.558431398868566,0.529673230648044,0.84242425181648,0.91194296425039,0.91820729630334,0.835084978739418,0.911942964250392,0.850980401039127,0.606535971164706,0.492315875517369,0.567156888544558,0.903641462326051,0.892031712734952,0.894009052790129,0.84575164318085,0.819801511587921,0.563507651289306,0.507843166589743,0.511111140251164,0.528291344642645,0.9224400917689,0.912226072129081,0.787189555168149,0.918898628113119,0.829479388121904,0.565309226512909,0.461904764175411,0.414950985461481,0.344444453716282,0.339215695857991,NA,0.382531201297594,0.411834739148619,0.389106760422401,0.4549019634724,0.55547124724235,0.629411786794691,0.647385641932497,0.453119432384325,0.41019608378411,0.588838636875162,0.634389162063612,0.569789422882943,0.632295292966543,0.64549021720889,0.714509820938135,0.470697199304902,0.596949915091232,0.613725513219862,0.73468561419126,0.770059148470563,0.749579846858989,0.781900465488436
20,0.956791769055634,0.91047619581213,0.870588243007526,0.866902913673424,0.92031972499395,0.88880953043689,0.892435506927278,0.923958600846386,0.963518367266954,0.854694356988263,0.843516349196287,0.807423861521481,0.872687668511304,0.85284234895932,0.80822887674708,0.866908838257656,0.854829539409723,0.946953575843304,0.337986051530995,0.925237429076078,0.863204536826949,0.838117656707563,0.852833449840431,0.879271728651524,0.848839240968163,0.916528865515411,0.866333935477391,0.948982614953517,0.844692171836307,0.854050497396196,0.852578077051322,0.880167155969287,0.872102798058996,0.828480402380155,0.838092923164298,0.893845731751944,0.818738151221415,0.813645794624133,0.850072630577507,0.883351165598004,0.882221831920205,0.793837547302132,0.926392161250095,0.942989672383914,0.9874677280514,0.965974098088495,0.970991137909459,0.455585539614387,0.375314235687314,0.355378916940333,0.401490201951234,0.420533006670073,0.444926929704358,0.462832246227064,0.502431380749589,0.542735675731916,0.46397306612088,0.371756040230897,0.37934716152611,0.727325840199568,0.78613898446482,0.745098054409025,0.73461149003779,0.711879697730193,0.558045921099725,0.326183320894049,0.434246014636002,0.475709554675685,0.783294130563591,0.864664423681715,0.836902976036005,0.643275684468878
21,0.934810617550792,0.900539389572041,0.853705488807643,0.845410222286717,0.889212682461917,0.861354358599234,0.868839435480735,0.910124813247375,0.948647958975191,0.741029558386012,0.830158349609735,0.793175095865902,0.849130761124178,0.833127916438456,0.775011969412256,0.84639604412534,0.857747028855706,0.924119160381892,0.599612389404253,0.891244559859221,0.842765391386772,0.814811987933019,0.831643762210256,0.849631684118539,0.835008108778987,0.878973385182837,0.838564460673476,0.879817683890295,0.807989776265569,0.822649913183004,0.820754875897351,0.845128878388791,0.841331657638202,0.802304779535722,0.796042959954703,0.862163135232236,0.792080987042236,0.785949614178933,0.803135221193069,0.830948672727163,0.841879017918428,0.75468827615965,0.876120504982993,0.897022014941485,0.941427550119594,0.92831392493529,0.919464652553805,0.480852112430646,0.371925204266244,0.348140644616226,0.374871416764696,0.379228169051843,0.391585788061741,0.392873887296452,0.38428306090135,0.381264798901076,0.383475083723318,0.320720888986724,0.314294901225118,0.587160808921405,0.671433076067489,0.653721967249909,0.661406211775024,0.637668622120692,0.454901980257582,0.278316181043732,0.351289338549308,0.372672551407973,0.662279258066458,0.805763357378327,0.80332183983016,0.516307541934739
23,0.900392162799769,0.863305330276262,0.821222617345498,0.845170670085185,0.892178416252043,0.867620569628489,0.872303929179792,0.886375069618057,0.922820588232695,0.771723439818533,0.805046899940502,0.807656407356205,0.857165638993309,0.844138515756395,0.819269787648534,0.856644888718856,0.850165529684519,0.907217360557305,0.826509814262221,0.859313733875639,0.816689477410206,0.811414577066785,0.844153967168533,0.850245118141075,0.842952721259128,0.879400756251884,0.839270929215569,0.879015443172644,0.797794129699407,0.818300664424773,0.446274513006719,0.386011127660713,0.375803934037766,0.351053022676279,0.394463674110143,0.41346405744566,0.355119834343669,0.333623829815223,0.312605053186719,0.3919863662,0.559103667735565,0.546666693687439,0.635986180865388,0.608029901981167,0.113144517773145,0.472745099663533,0.415686279536054,0.357544765524135,0.369117654860221,0.589542508125141,0.679009983773946,0.728164022618771,0.721078447996736,0.65715479723935,0.618487417697597,0.628333355486231,0.413116976104486,0.445751637220283,0.408496737480029,0.481176480651002,0.583224425713763,0.637254923581674,0.694117665289359,0.698774527758002,0.667172695360578,0.436532541323936,0.47856212158971,0.515638479372128,0.712110743803012,0.854926633384881,0.858315186367945,0.709131669997915
26,0.584784338474247,0.519492531523943,0.494117665290833,0.87544757775635,0.93979666299289,0.919298250424221,0.896041441638515,0.766339883208379,0.666091523170435,0.495798319578157,0.484531604581373,0.733333349227896,0.912304637224778,0.902900670185569,0.860504209995258,0.877917841076862,0.816862756013792,0.602272750979102,0.373647066354717,0.515343944231573,0.483384933910851,0.774291952450981,0.888888895511622,0.900169429219793,0.778585557690995,0.900549025535581,0.854473562801553,0.567172049247095,0.474509818900016,0.508720850944478,0.911714434623699,0.896430373191851,0.892988384706193,0.853805878888021,0.855468803802405,0.618447965299565,0.489628513392617,0.490170940756782,0.496813725680197,0.917839927751493,0.893044382020043,0.411764711141586,0.899433557192458,0.844399378217488,0.605882376432391,0.58847705917814,0.562091529369319,0.491233188012436,0.54360413551362,NA,0.883465034748195,0.910382231534344,0.896960806846596,0.879738569259589,0.842636638499353,0.794840053508206,0.698269914178223,0.533613473176994,0.385903557410015,0.906742351619817,0.901268748676085,0.839610173152055,0.890558075904859,0.877038472988577,0.636974811553925,0.520366885008323,0.380438849330029,0.388932468493854,0.45940023310056,0.518462158652001,0.553619005062047,0.608912679282232
27,0.961679042832365,0.903222904123109,0.859660726584745,0.858103008693959,0.890836341040475,0.862035167114488,0.867700191407368,0.906221725046635,0.956378603423083,0.660812751106594,0.836310830381181,0.81328186964124,0.857016540625516,0.839105891942978,0.763363755323033,0.856007138707421,0.86319959262349,0.930313278888834,0.542745125293732,0.902216148099234,0.848623498822703,0.824962303042412,0.833010137081146,0.850595252854483,0.837202924561788,0.884551403197375,0.842488177069302,0.803501412272453,0.812867658212781,0.827073131222278,0.833852257873073,0.849486470222473,0.84039218723774,0.798993122738761,0.730857230722904,0.873968905416028,0.794585717493488,0.78593402708362,0.811326120636965,0.848976043860118,0.845109789671298,0.802352952957153,0.885114616071674,0.916345508704925,0.965513266184751,0.755676606187114,0.701033885912462,0.49256254270159,0.419607847929001,0.352807495404374,0.356230242598441,0.33532476471737,0.338109041140838,0.35537478264342,0.486956522516582,0.777450993657112,0.344952805174722,0.466565248781237,0.347435144764004,0.324249397730455,0.306739537930879,0.360908816258113,0.363888897001743,0.438467495927685,0.940879706756489,0.442180778195218,0.358215018593032,0.372866212883416,0.47927928051433,0.609940743723581,0.610052310824394,0.636632086248959
29,0.771350153684621,0.712922666485868,0.681481500466686,0.872406053356816,0.920683116682112,0.901938508518716,0.879815462757559,0.784539982676505,0.787718510904982,0.690441194921744,0.670457535982134,0.815515782522116,0.889032264678707,0.880204255506395,0.864188461254039,0.849866256432192,0.789259079019578,0.476091801781544,0.682217733613385,0.698677628539338,0.651180785067766,0.769434846499385,0.877038938843683,0.903251095921142,0.889528197934849,0.902493003010748,0.834539979696272,0.729053100798195,0.609411787986761,0.656357504374596,0.876059463427911,0.883586145796865,0.883385454552083,0.631686296462992,0.840429514646531,0.70179298721456,0.624202366058653,0.61283424767582,0.618151954191179,0.877799284889508,0.883388242244718,NA,0.86170266398901,0.811593641970792,0.75009525299073,0.731971693535654,0.714480363147371,0.596323553472764,0.593631664911915,NA,0.863022883981463,0.890492314057382,0.886423063097577,0.851307198405263,0.763321813415102,0.747660145759592,0.795635135795781,0.70501091082892,0.589518300913005,0.88419048309326,0.893947150396263,0.862798826335227,0.857048233215875,0.805427182465801,0.542939683725682,0.333322686831601,0.388994551802942,0.390441183000812,0.44506195443541,0.53857931886849,0.553218019709872,0.407424682705881
30,0.956985296681523,NA,0.307169129140675,0.278562104701996,0.773921582102776,0.812470599412918,0.812892168015242,0.495611578226089,0.951960787177086,0.362371623516083,0.338562101125717,0.407287587225437,0.801674848422408,0.867279419675469,0.805602252483368,0.831209160387516,0.524166695028544,NA,NA,NA,0.384987751953304,0.436274513602257,0.840422332286835,0.891666685541471,0.856732050577799,0.835472380573099,0.618487417697906,NA,0.369607850909233,0.400553047657013,0.698202632367611,0.909803926944733,0.9063761819292,0.871611260849497,0.819370183077725,0.901470594108105,NA,0.450939545407891,0.423627455532551,0.79297386854887,0.909204798440138,NA,0.844671791014464,0.703088252991438,NA,0.655793246897784,0.802941188216209,0.490950226783752,0.487081922152463,0.746568642556667,0.893043890595436,0.912019639015198,0.86435297369957,0.777988628033669,0.843660140037537,0.981558029716079,0.667973875999451,0.696969715031711,NA,0.905109928412871,0.91951447725296,0.878129720687866,0.879921575784683,0.761887269094586,0.976470589637756,0.738057056611234,0.55718956887722,0.588441716997247,0.879939675331116,0.915947717428207,0.884937618266452,0.760049033910036
31,0.96915739452508,0.922337567105033,0.892156869173137,0.880369626242724,0.906331704929559,0.871253721280627,0.883258880127934,0.925725494623243,0.966735227541511,0.882709454406611,0.869514480233394,0.833185612951347,0.866813079834133,0.848724858433719,0.763766598558784,0.863591808487188,0.869807736677128,0.772954712655565,0.944636681499459,0.913937472008498,0.872600178096752,0.849686283469396,0.842908506095644,0.853274911008154,0.846015673577917,0.888128348914182,0.845766007900539,0.934494121551588,0.838530022856774,0.847560869178998,0.832716744463589,0.835485423483892,0.838232264839828,0.794732807313951,0.683224419753038,0.901978945566671,0.798039227724279,0.792460872683733,0.81948901848388,0.835784323513777,0.840784323215739,NA,0.893730337973216,0.917630723863971,0.985552116444406,0.963246696217193,0.94392492373805,0.827276698748488,0.550490222871874,0.405347599226075,0.375671052528011,0.340267130862433,0.331035549286994,0.371056157420675,0.739215701817969,0.988354130224507,0.580653619768562,0.803294129373189,NA,0.334185270194613,0.289395932537316,0.348597294093479,0.364653602839,0.506230966251444,0.997488145734711,0.798649249474789,0.371841527752477,0.380004848595417,0.469127260587426,0.580800678581643,0.558554428466095,0.608671047291374
