"...1","median.X2016.11","median.X2016.12","median.X2017.02","median.X2017.03","median.X2017.05","median.X2017.06","median.X2017.07","median.X2017.08","median.X2017.10","median.X2017.11","median.X2018.02","median.X2018.04","median.X2018.05","median.X2018.06","median.X2018.07","median.X2018.08","median.X2018.09","median.X2018.10","median.X2018.11","median.X2019.02","median.X2019.03","median.X2019.05","median.X2019.06","median.X2019.07","median.X2019.08","median.X2019.09","median.X2019.10","median.X2020.01","median.X2020.02","median.X2020.04","median.X2020.05","median.X2020.07","median.X2020.08","median.X2020.09","median.X2020.11","median.X2021.01","median.X2021.02","median.X2021.06","median.X2021.07","median.X2021.08","median.X2021.09","median.X2021.10","median.X2021.11","median.X2021.12","median.X2022.03","median.X2022.05","median.X2022.06","median.X2022.07","median.X2022.08","median.X2022.10","median.X2022.11","median.X2022.12","median.X2023.02","median.X2023.06","median.X2023.07","median.X2023.08","median.X2023.10","median.X2023.12","median.X2024.01","median.X2024.03","median.X2024.04","median.X2024.06","median.X2024.07","median.X2024.08","median.X2024.10","median.X2024.12"
25,0.861960792541504,0.903081238269725,0.804607854783831,0.779587745666594,0.914932131767096,0.913888894021895,0.91644042730372,0.874509811401697,NA,0.86971678998796,0.790849685669238,0.325392167270263,0.833193287253709,0.887083729108593,0.740915048123197,0.846078440547582,0.877124190331091,0.877396521469058,0.864052295685693,0.850267388604543,0.745220603421619,0.841800365935882,0.887861818075337,0.86035390598063,0.767058819533672,0.900445638732746,NA,0.874836608768199,0.827973866462825,0.796568639576534,0.73156479877597,0.911642162129379,0.848681550602387,0.886437915265725,0.850980401039387,0.85891266438115,0.755882367492117,0.901089330514711,0.901960790157506,0.860784322023831,0.919522596442525,0.933823533356437,0.470588237047432,0.917296923697207,0.748416304590751,0.457459508077187,0.405580699444273,0.395008918914287,0.444240205924321,0.60980394482942,0.702521026136185,0.680147077894921,0.478662084132618,0.747174178853452,0.794533583251112,0.796498611569828,0.797916678712143,0.622888408601373,0.716176487507358,0.651865928404133,0.810130730271811,0.892458528280318,0.905147064477397,0.908823534846841,0.881307196617244,0.839565835893225
26,0.623111133575439,0.6802614569664,0.576470613479653,0.529297572316586,0.91372549533844,0.912321986650212,0.934834184470018,0.888888895511632,NA,0.419779283101902,0.425117489473951,0.351423158761054,0.405113846063802,0.481439484530185,0.597874786776881,0.64103301996138,0.690463930824117,0.688073836354648,0.597086858749197,0.524665945654462,0.474716203777459,0.769613871545148,0.849452517249367,0.783314122873181,0.796184101561794,0.715864544565027,0.268270958552104,0.713192948588619,0.640816347939627,0.689684587976207,0.806598206361421,0.920570006697961,0.86692523956295,0.890332379612282,0.795567651005352,0.79332274681813,0.695378169417381,0.923529416322733,0.904917365281372,0.854146004441273,0.924853364626562,0.890644264221191,NA,0.853646042300206,0.632185148226248,0.910239656766255,0.908977408045604,0.913543096808488,0.893232137926163,0.849868314479714,0.837962079732144,0.896431622297737,0.662408983707428,0.839954542077141,0.915359482169142,0.925791859626758,0.908709072824651,0.581164144155547,0.727450996637344,0.599098513866235,0.765775415030473,0.887581706047063,0.920007808884569,0.929770312309255,0.904750889637431,0.737935745467636
28,0.877542490959074,0.918369457909774,0.865819422183154,0.824913505245503,0.484705883264952,0.348039224743979,0.380267007554196,0.492886487134494,NA,0.539951011539295,0.382679745555144,0.358127775692426,0.451903117052271,0.553921595215139,0.583544815287457,0.447265254822953,0.637831624813827,0.64100142195809,0.600784337520166,0.452156865596771,0.383408755064416,0.547410786151503,0.706924037076327,0.754987226879542,0.764901975169031,0.781674221157876,NA,0.629864275455475,0.55674393610606,0.523817790781944,0.68267975747601,0.864846861829847,0.797058835624111,0.835416676475911,0.696655150722675,0.597198903560638,0.554738588630988,0.881127458065547,0.891558663824612,0.87165776166025,0.897318933690921,0.836304228414042,NA,0.762292623519897,0.548039242625676,0.892115150360295,0.901336904276361,0.903529417514508,0.876841554770361,0.80311625823348,0.815326808393097,0.942222225666573,0.598456427772789,0.818784324526708,0.911365292138434,0.917420819401692,0.87867647781978,NA,0.823529422283173,0.582425587708234,0.668929129839653,0.854393617974408,0.909922762350611,0.916260167592935,0.84536542811199,0.569498936335246
29,0.890974523645967,0.923921573162003,0.872788147228279,0.845118473283591,0.939296380605239,0.932330663569973,0.920192740942263,0.87591704087597,0.615176877992714,0.935218976328405,0.81430379709876,0.724133319954295,0.83906526532449,0.881695136716345,0.86562346745003,0.771227635119508,0.882666861070944,0.890030283371269,0.861786500612624,0.905267385325502,0.811396673466232,0.817147017849748,0.868983091238678,0.835998984528564,0.84903023049639,0.88356580439303,0.527574414556222,0.922907860547833,0.860358064589193,0.82583850367278,0.875401613852404,0.87785205719147,0.803591812063362,0.866827705200176,0.87157762952892,0.906760789871031,0.786537554569255,0.896732032299089,0.878609632903888,0.830890039469592,0.911174687933332,0.923734519272128,0.301659137010577,0.94524993422147,0.833039592825812,NA,0.862262073787667,0.869669677437984,0.841830074787179,0.887646601977855,0.764138601532279,0.947453270153033,0.896722891113778,0.882763890984609,0.863993697536442,0.887144004597391,0.889248926508214,0.502880156040507,0.531672345965075,0.467293721467922,0.368084597070515,0.378359892871416,0.396524794946602,0.482817033163076,0.563749723412661,0.514446239858666
32,0.75686275959015,0.936512987355923,0.885572146123915,0.857783121722084,0.942329876563127,0.936984452708011,0.915921573638916,0.8618736465772,0.351732034981251,0.9429475319001,0.796721323591766,0.76862746477127,0.818954259157182,0.861868858337403,0.838634722762638,0.792647071182727,0.858348196203058,0.874145014341488,0.882352948188784,0.921728696141922,0.809234672977077,0.80454405148824,0.854499757289887,0.812590310448094,0.819236900355366,0.871241837739945,NA,0.966339871287341,0.834866320003164,0.816879806311233,0.796078443527223,0.85899220743487,0.784444457292558,0.764943567189306,0.861103519450787,0.890476197004323,0.785345730028655,0.884537112863759,0.854727677504222,0.819607853889466,0.901699352264405,0.916955022250909,0.868194558403714,0.966712268285971,0.817194581031801,0.365246796402445,0.352398198843004,0.34554622769356,0.367058831453335,0.58102469290457,0.708727429894843,0.88758170604706,0.473783618874026,0.488032484876702,0.550653621554376,0.564799278974535,0.682244027654332,NA,0.742156878113751,NA,0.571241855621335,0.749650679785631,0.772684259661314,0.777450993657116,0.831166160734081,0.819607853889465
33,0.73355743884838,0.930291388290792,0.894897335274902,0.87368517311185,0.934685103739493,0.938164853149487,0.923539369541992,0.878163323221327,0.419026874833637,0.952378235411706,0.840394632771249,0.818779005049052,0.829449696752531,0.873271555756279,0.851127459854072,0.78659299386186,0.865497547856925,0.883130849664431,0.892928592798542,0.913404210216943,0.81851251926902,0.840574562174668,0.863906390710431,0.820680157747219,0.837014078081276,0.875574630938854,NA,0.929734192318474,0.854074805974872,0.829539502013184,0.733227820911954,0.845511991779095,0.799084025142825,0.75426277702097,0.892173772484965,0.911341005669687,0.812319824956739,0.88184282547093,0.866506337916431,0.83333573446764,0.911606691075726,0.939373534779156,0.900427838759539,0.957724478914366,0.839040193568652,0.348869938659422,0.332979946115875,0.33099907636686,0.340955576256026,0.436515510888122,0.546494825764911,0.577277995208026,0.377489401697349,0.553284477661937,0.60460068655723,0.645744033005997,0.720014815060671,0.730432463018898,0.635412281873096,0.45546218752861,0.67977702792945,0.834263001788658,0.874086992093007,0.882494691624603,0.873669475316821,0.886322340587264
34,0.810344838890528,0.93335265537758,0.892567573970833,0.886339157819586,0.964472029460647,0.979750131347489,0.961121220564066,0.723172922026089,0.389590548680035,0.454996840127436,0.346787040776758,0.370868355036171,0.507362048245374,0.459337070585402,0.446224633408771,0.422075168043667,0.446883636344495,0.480802584527256,0.424579836429397,0.356808663031396,0.317226901650813,0.631372570992238,0.828552253034058,0.639280349016259,0.615433299413722,0.573443437877534,NA,0.691965787718833,0.675071914792029,0.740670058308803,0.833251643926092,0.769498924414538,0.673124110109024,0.76580224883245,0.737009819596759,0.665254921912371,0.590517794015487,0.843727607880455,0.851419616699261,0.813098858926809,0.84751482897045,0.811633998155428,0.781325876712562,0.743748006273155,0.644694369505279,0.896038958690213,0.741196392453795,0.70030380134818,0.735163414478448,0.842336944171334,0.840941185951198,0.824627933911457,0.591613900661213,0.813819368627532,0.85992064327004,0.851157647068203,0.86143791675557,0.73026508506786,0.649590227338548,NA,0.818604119121977,0.895496329758201,0.909360416233445,0.905209540444121,0.870405844477532,0.804556763927399
35,0.75633988380397,0.943069645043327,0.886274516582123,0.863453823399688,0.949691879749386,0.948913622547055,0.925283802183053,0.86624650657166,0.614005625246951,0.957159840699538,0.826024965806225,0.818736394246126,0.796786504487254,0.845751643181091,0.833529421687126,0.784522888660313,0.854426627809255,0.861390382593328,0.865725498199226,0.916078436374761,0.810412452138553,0.837535023689262,0.846597471657883,0.795055425685255,0.820504205567321,0.783878008524378,0.475222817876122,0.947794120759081,0.854361063447332,0.805182084441178,0.745950569277224,0.845187175002944,0.767058837413555,0.681960803269769,0.897082741667777,0.905359482765338,0.785510149042195,0.881985301152025,0.857688346975671,0.816339880227786,0.911195451213462,0.935026741840892,NA,0.964052289724548,0.506951901046606,0.383267980814551,0.377375572921163,0.403921574355591,0.427764710191707,0.633749279110911,0.808255945382198,0.827450990679808,0.553544521332091,0.691503286362106,0.701960802081635,0.736898411404961,0.723082231848256,NA,0.749867529482455,NA,0.548959302902789,0.83560785293674,0.881514373815583,0.879411771893886,0.913725495339428,NA
36,0.85790934008508,0.945651882993082,0.896309742196029,0.873447281435156,0.899197772256083,0.919656152818677,0.909506254521723,0.829467604762492,0.560384179866993,0.423992682973359,0.372363431504989,0.352405786682271,0.364484434326704,0.460488799049558,0.478431385254762,0.512715024736025,0.560742715979872,0.56191948672891,0.407175242248687,0.37117302386517,0.308595641314384,0.388283335065728,0.61256163688628,0.616319391945689,0.6079779095327,0.620197438836833,NA,0.537863074593099,0.532978823219607,0.449152193438421,0.641628066517779,0.666594598880468,0.55019857522175,0.561254170320889,0.606132673505964,0.628421937537666,0.501420780111835,0.804446413872625,0.81886375770213,0.674728570277174,0.721206436522089,0.695278569564277,0.639529082621196,0.693048609873765,0.544401244432836,0.832122910753159,0.850752498765731,0.851699985017441,0.651538808057762,0.776016666587125,0.797094979113185,0.844428031738165,0.716568016125296,0.837786778388335,0.877819450791348,0.844780040253649,0.854989263532597,0.868533011815848,0.784220958623579,0.60537172615943,0.741453158400175,0.861729037909723,0.895196721587637,0.899759757784213,0.855223095694876,0.85834732879131
38,0.658039236068726,0.604705905914307,0.50117649435997,0.555462211370468,0.736445705095927,0.71487181186676,0.67171947658062,0.778050122161706,0.429326531679734,0.781624662876129,0.573710991276635,0.631723756220803,0.714161237080892,0.682498203383552,0.554091529846191,0.454901978373528,0.490196108818054,0.551496414761794,0.624913517166586,0.591960808634758,0.533957247029651,0.612345702118344,0.746196093559265,0.428392161130905,0.445490211248398,0.419059671701923,NA,0.729941722509023,0.668652935461564,0.598431396484375,0.614604485446009,0.659784255257572,0.494647594722542,0.640354227635168,0.785928501802332,0.561878731084424,0.502478756994571,0.596778735518456,0.731590429941813,0.700334785915003,0.754248380661011,0.793687243287156,0.763087471326192,0.643282519446479,0.475630253553391,0.693333351612091,0.751549666927707,0.711649382815641,0.458300660053889,0.774045421104682,0.809803932905197,0.814677882194519,0.127824468892955,0.114260251210494,0.0951343518164423,0.122913166667734,0.111019061484807,0.176601311564446,0.14643635849158,NA,0.148758175969124,0.234733898724828,0.138023843660074,0.173039220273495,0.189087812667308,0.254901975393295
40,0.314705893397331,0.286764718592167,0.274117660522856,0.301960796118506,0.460392159223873,0.50889897346507,0.453832444819537,0.610196101666463,NA,0.638823533057798,0.474509805440171,0.515686303377975,0.747118256309082,0.867189550400202,0.86627451777481,0.801782543009163,0.793464064598293,0.780827899774024,0.746405243873287,0.696732044219971,0.643697500228882,0.767581713199799,0.886274516582552,0.858823537826789,0.8694902181627,0.783355132738931,NA,0.845098048448497,0.769934654235612,0.800000011920929,0.901715692132742,0.919607847928961,0.869571540090729,0.88805704767048,0.802614390849786,NA,0.315686285496954,0.468862746953915,0.740023083549683,0.784873962403222,0.82602496580676,0.757219265807746,0.742919405301412,0.61725492477419,0.517647087574481,NA,0.861437916756067,0.847058832645768,0.748705897331524,0.743355135123325,0.741582165504378,0.72843138873632,0.565359503030838,0.864765308120127,0.854030509789943,0.672398209572057,0.808169946074614,0.660071321508883,0.571241855620093,0.278431385755539,0.719607859849372,0.891764712333749,0.907189548015777,0.91615957227249,0.850980401039343,0.798491716384347
41,0.726666682958419,0.789764718413063,0.752807120481834,0.741056438002918,0.798937156935932,0.920106956633766,0.901589429514088,0.86586783660799,0.800000011920929,0.745162343392491,0.708992579887435,0.616993486881128,0.867459421773124,0.912632712611487,0.907595227504654,0.864401630800492,0.877148623778638,0.841008975877354,0.756382567541894,0.733865688828646,0.677700664685793,0.845300888192701,0.894709000984861,0.872458529472513,0.878434181000556,0.818237157244484,-0.0345098043326288,0.75772808219334,0.717973873018745,0.775064512891005,0.795518219470836,0.907612462254163,0.847800750990314,0.860722495494763,0.742850605855806,NA,0.697828808063247,0.923246610909692,0.913032047268799,0.886298575284299,0.906412923686635,0.351484602690145,0.371937406446128,0.301850329402666,0.291084791687857,NA,0.378796949730349,0.40444060546553,0.438302447943705,0.553692412647599,0.587931535194119,0.611016065966502,0.467470590174289,0.716327317059086,0.72755612026575,0.698737595179961,0.653728725236262,0.571232518554204,0.517968958346923,NA,0.686480926840345,0.832885772961852,0.855857645764262,0.810017836636266,0.760927450918215,0.584470613002918
43,0.824369758367538,0.85363322671722,0.819852951914072,0.800511520841847,0.795686286687851,0.931487893356996,0.900678738951683,0.876300092624581,0.842925287581779,0.886809275908904,0.795695851488811,0.750835163725747,0.851062100380659,0.914235618056321,0.915958610673746,0.884033620357513,0.911683011800051,0.88156863451004,0.852118920895361,0.863549530506134,0.795206983884176,0.825562828116947,0.896957409792933,0.883193284273148,0.883149516768754,0.710751651227474,NA,0.875234449039335,0.817067119437204,0.820211172103882,0.82214300921469,0.85111111998558,0.872476405567593,0.904207522049546,0.838888898491859,NA,0.802328443154693,0.915310810221002,0.914472460746765,0.887306508265044,0.930493580883947,0.90504202246666,0.875210091471672,0.904248371720314,0.824420687827197,NA,0.917647063732147,0.921854579821229,0.900178259069269,0.915240646763281,0.896732032299042,0.896296302477519,0.365931380540133,0.407764711380005,0.466264456510544,0.506274539232254,0.57139564261717,0.528991624712944,0.470469401641326,NA,0.558595557545507,0.755444319958382,0.688816285795636,0.770833346992731,0.751348054036498,0.689112505630443
46,0.500891276381113,0.533071923255789,0.446187367042052,0.467156864702894,0.901176476478689,0.97552941322324,0.961830067634579,0.927233119805643,0.537109686268733,0.649275357308566,0.444008717934486,0.520204619221734,0.842265804608682,0.926470592617998,0.910784319043169,0.894771248102184,0.90274510383613,0.795392169058295,0.541176483035088,0.479849813466394,0.466666668653488,0.712418317794757,0.933333337306976,0.895022630691596,0.919721151722792,0.927777782082555,NA,0.540106979283385,0.491938998301922,0.543093709151106,0.714211034774818,0.943790853023529,0.903790855407701,0.926797389984118,0.631808300812649,0.543137282133121,0.498039245605566,0.941421572118982,0.92614379525181,0.917647063732147,0.937595911647961,0.850132494359332,0.708627468347352,0.586029436438411,0.464425772428638,0.917647063732147,0.925490200519562,0.928895773071999,0.91204482316969,0.877995649973511,0.741911780089044,0.602240920066687,0.456862747669,0.362629765974922,0.441045755148823,0.684531609217424,0.567647084594459,0.425359481573251,0.395206977923955,0.37254902720466,0.367156870664031,0.642625767252942,0.688413565811472,0.732212901115585,0.326412928455145,0.205882355570854
